PRISM Time Series Data,,,,,,,,
Locations: 24,,,,,,,,
"Climate variables: ppt,tmin,tmean,tmax",,,,,,,,
lc1,-118.5606,36.0209,6388,2018-09,0.17,52.3,64.9,77.6
lc1,-118.5606,36.0209,6388,2018-10,1.31,40.3,52.2,64.1
lc1,-118.5606,36.0209,6388,2018-11,5.35,35.6,45.9,56.2
lc1,-118.5606,36.0209,6388,2018-12,2.5,28.3,37.6,46.9
,,,,,,,,
lc2,-118.5586,36.0197,6178,2011-01,2.69,26.9,39.4,51.9
lc2,-118.5586,36.0197,6178,2011-02,5.4,24.7,36.9,49.1
lc2,-118.5586,36.0197,6178,2011-03,8.91,29.6,40.6,51.5
lc2,-118.5586,36.0197,6178,2011-04,1.23,33.9,44.6,55.3
lc2,-118.5586,36.0197,6178,2011-05,2.02,36.4,47.2,58.1
lc2,-118.5586,36.0197,6178,2011-06,0.37,42.6,56.6,70.5
lc2,-118.5586,36.0197,6178,2011-07,0.36,50.8,65.3,79.7
lc2,-118.5586,36.0197,6178,2011-08,0.16,50.6,66.5,82.4
lc2,-118.5586,36.0197,6178,2011-09,0.15,52,65.4,78.8
lc2,-118.5586,36.0197,6178,2011-10,2.5,43.5,55.5,67.5
lc2,-118.5586,36.0197,6178,2011-11,2.04,31.9,42,52.2
lc2,-118.5586,36.0197,6178,2011-12,0.03,26.8,37.7,48.6
lc2,-118.5586,36.0197,6178,2012-01,6,29.9,43.5,57.2
lc2,-118.5586,36.0197,6178,2012-02,1.91,28.5,38.7,48.9
lc2,-118.5586,36.0197,6178,2012-03,4.95,29.8,43.6,57.4
lc2,-118.5586,36.0197,6178,2012-04,5.24,34.7,46.9,59.2
lc2,-118.5586,36.0197,6178,2012-05,0.04,41.1,55.1,69.1
lc2,-118.5586,36.0197,6178,2012-06,0,48.6,61.9,75.2
lc2,-118.5586,36.0197,6178,2012-07,0,54.4,68.4,82.4
lc2,-118.5586,36.0197,6178,2012-08,0.17,56.3,71.1,86
lc2,-118.5586,36.0197,6178,2012-09,0,54.2,67.6,80.9
lc2,-118.5586,36.0197,6178,2012-10,0.8,43.9,56,68.1
lc2,-118.5586,36.0197,6178,2012-11,1.83,35.8,46.9,57.9
lc2,-118.5586,36.0197,6178,2012-12,8.71,27.4,36.8,46.3
lc2,-118.5586,36.0197,6178,2013-01,2.3,24.4,36.2,48.1
lc2,-118.5586,36.0197,6178,2013-02,0.99,25.7,38.4,51
lc2,-118.5586,36.0197,6178,2013-03,0.66,33.3,46.8,60.3
lc2,-118.5586,36.0197,6178,2013-04,0.67,35.8,48.8,61.8
lc2,-118.5586,36.0197,6178,2013-05,0.44,41.3,53.7,66.2
lc2,-118.5586,36.0197,6178,2013-06,0,49,64,79
lc2,-118.5586,36.0197,6178,2013-07,0.93,57.5,71,84.6
lc2,-118.5586,36.0197,6178,2013-08,0.47,51.3,66.5,81.7
lc2,-118.5586,36.0197,6178,2013-09,0.06,50.2,63.4,76.5
lc2,-118.5586,36.0197,6178,2013-10,0.7,39.6,52,64.4
lc2,-118.5586,36.0197,6178,2013-11,0.87,35.4,46.3,57.3
lc2,-118.5586,36.0197,6178,2013-12,0.81,27.8,39,50.2
lc2,-118.5586,36.0197,6178,2014-01,1.19,33.2,47.2,57.9
lc2,-118.5586,36.0197,6178,2014-02,3.19,31.7,43.6,55
lc2,-118.5586,36.0197,6178,2014-03,3.98,32.9,46,56.8
lc2,-118.5586,36.0197,6178,2014-04,2.77,34.8,48.2,61.2
lc2,-118.5586,36.0197,6178,2014-05,0.5,43.6,54.5,67.4
lc2,-118.5586,36.0197,6178,2014-06,0,47.7,62.5,77.6
lc2,-118.5586,36.0197,6178,2014-07,0,58.8,72.1,85.3
lc2,-118.5586,36.0197,6178,2014-08,0.27,51.4,66.7,81.3
lc2,-118.5586,36.0197,6178,2014-09,0.07,52.3,65.8,79.1
lc2,-118.5586,36.0197,6178,2014-10,0,45.3,59.1,73
lc2,-118.5586,36.0197,6178,2014-11,1.93,35.7,47.3,59.1
lc2,-118.5586,36.0197,6178,2014-12,5.47,29.9,38.6,47.2
lc2,-118.5586,36.0197,6178,2015-01,0.29,32.7,43.4,54.1
lc2,-118.5586,36.0197,6178,2015-02,3.15,34.5,48.1,61.8
lc2,-118.5586,36.0197,6178,2015-03,0.38,35.2,48.2,61.2
lc2,-118.5586,36.0197,6178,2015-04,1.11,33.9,46.6,59.3
lc2,-118.5586,36.0197,6178,2015-05,0.88,37.7,50.1,62.4
lc2,-118.5586,36.0197,6178,2015-06,0.21,50.6,65,79.5
lc2,-118.5586,36.0197,6178,2015-07,0.97,52.9,66,79
lc2,-118.5586,36.0197,6178,2015-08,0.06,56.7,70.1,83.6
lc2,-118.5586,36.0197,6178,2015-09,0.07,53.2,66,78.8
lc2,-118.5586,36.0197,6178,2015-10,1.87,46.1,56.3,66.5
lc2,-118.5586,36.0197,6178,2015-11,4.55,30.1,41.2,52.2
lc2,-118.5586,36.0197,6178,2015-12,6.36,25.2,35.3,45.4
lc2,-118.5586,36.0197,6178,2016-01,7.89,26.8,39.2,45.8
lc2,-118.5586,36.0197,6178,2016-02,3.24,27.7,44.2,55.9
lc2,-118.5586,36.0197,6178,2016-03,4.89,31.6,44.5,54.4
lc2,-118.5586,36.0197,6178,2016-04,1.99,35.3,46.9,58.4
lc2,-118.5586,36.0197,6178,2016-05,0.3,39.3,50.8,62.3
lc2,-118.5586,36.0197,6178,2016-06,0.09,50.6,64.8,79
lc2,-118.5586,36.0197,6178,2016-07,0,55.9,69.7,83.6
lc2,-118.5586,36.0197,6178,2016-08,0.05,53,67.6,82.1
lc2,-118.5586,36.0197,6178,2016-09,0,48.5,61.7,74.9
lc2,-118.5586,36.0197,6178,2016-10,1.04,42.4,53.8,65.2
lc2,-118.5586,36.0197,6178,2016-11,2.42,34.3,45.6,56.8
lc2,-118.5586,36.0197,6178,2016-12,10.16,27,36.7,46.4
lc2,-118.5586,36.0197,6178,2017-01,24.61,25.1,33.9,42.6
lc2,-118.5586,36.0197,6178,2017-02,11.51,29.6,38.8,47.9
lc2,-118.5586,36.0197,6178,2017-03,2.45,31.9,44.5,57.2
lc2,-118.5586,36.0197,6178,2017-04,2.73,34.1,45.5,56.9
lc2,-118.5586,36.0197,6178,2017-05,0.13,40.4,53.4,66.3
lc2,-118.5586,36.0197,6178,2017-06,0.1,49.3,63.1,76.9
lc2,-118.5586,36.0197,6178,2017-07,0,59.3,71.9,84.6
lc2,-118.5586,36.0197,6178,2017-08,0.14,55.3,68.8,82.3
lc2,-118.5586,36.0197,6178,2017-09,0.33,48.9,60.9,73
lc2,-118.5586,36.0197,6178,2017-10,0.03,43,55.8,68.6
lc2,-118.5586,36.0197,6178,2017-11,2.31,35.2,46.8,58.4
lc2,-118.5586,36.0197,6178,2017-12,0.09,34.9,44.6,54.4
lc2,-118.5586,36.0197,6178,2018-01,3.23,32,42,52
lc2,-118.5586,36.0197,6178,2018-02,0.65,27.3,38.6,49.9
lc2,-118.5586,36.0197,6178,2018-03,11.13,27.2,37.9,48.5
lc2,-118.5586,36.0197,6178,2018-04,2.49,35.4,47.6,59.8
lc2,-118.5586,36.0197,6178,2018-05,0.24,39.8,51.9,63.9
lc2,-118.5586,36.0197,6178,2018-06,0,47.8,62.2,76.6
lc2,-118.5586,36.0197,6178,2018-07,0.24,59.7,72.3,84.8
lc2,-118.5586,36.0197,6178,2018-08,0,55.2,69.2,83.1
lc2,-118.5586,36.0197,6178,2018-09,0.19,52.6,65.6,78.6
lc2,-118.5586,36.0197,6178,2018-10,1.24,41.4,53.2,65
lc2,-118.5586,36.0197,6178,2018-11,5.19,36,47,58.1
lc2,-118.5586,36.0197,6178,2018-12,2.42,28.8,38.6,48.3
,,,,,,,,
lc3,-118.5584,36.022,6388,2011-01,2.78,26.7,38.8,50.8
lc3,-118.5584,36.022,6388,2011-02,5.73,24.3,36.1,48
lc3,-118.5584,36.022,6388,2011-03,9.44,29.3,39.8,50.3
lc3,-118.5584,36.022,6388,2011-04,1.47,33.3,43.7,54.1
lc3,-118.5584,36.022,6388,2011-05,2.19,35.6,46.3,57
lc3,-118.5584,36.022,6388,2011-06,0.38,42.5,56.1,69.6
lc3,-118.5584,36.022,6388,2011-07,0.43,50.3,64.5,78.6
lc3,-118.5584,36.022,6388,2011-08,0.17,51,66.2,81.4
lc3,-118.5584,36.022,6388,2011-09,0.19,50.8,64.2,77.6
lc3,-118.5584,36.022,6388,2011-10,2.89,42.7,54.6,66.5
lc3,-118.5584,36.022,6388,2011-11,2.22,31.3,41.1,50.9
lc3,-118.5584,36.022,6388,2011-12,0.03,26.5,37,47.5
lc3,-118.5584,36.022,6388,2012-01,6.35,29.6,42.8,56
lc3,-118.5584,36.022,6388,2012-02,2.01,28,37.8,47.6
lc3,-118.5584,36.022,6388,2012-03,5.33,29.4,42.8,56.2
lc3,-118.5584,36.022,6388,2012-04,5.74,34.1,46,58
lc3,-118.5584,36.022,6388,2012-05,0.05,40.2,54.1,68.1
lc3,-118.5584,36.022,6388,2012-06,0,48.2,61.1,74
lc3,-118.5584,36.022,6388,2012-07,0,53.1,67.3,81.4
lc3,-118.5584,36.022,6388,2012-08,0.17,56.3,70.6,85
lc3,-118.5584,36.022,6388,2012-09,0,53.9,66.8,79.8
lc3,-118.5584,36.022,6388,2012-10,0.79,43.6,55.4,67.2
lc3,-118.5584,36.022,6388,2012-11,2.03,35.2,46,56.8
lc3,-118.5584,36.022,6388,2012-12,9.12,27,36.1,45.1
lc3,-118.5584,36.022,6388,2013-01,2.42,24.1,35.5,46.8
lc3,-118.5584,36.022,6388,2013-02,1,25.1,37.5,49.9
lc3,-118.5584,36.022,6388,2013-03,0.66,33,46.2,59.4
lc3,-118.5584,36.022,6388,2013-04,0.75,35.2,47.9,60.6
lc3,-118.5584,36.022,6388,2013-05,0.48,40.5,52.8,65.1
lc3,-118.5584,36.022,6388,2013-06,0,48.7,63.3,77.9
lc3,-118.5584,36.022,6388,2013-07,0.91,56.6,70.1,83.5
lc3,-118.5584,36.022,6388,2013-08,0.44,51.1,66,80.8
lc3,-118.5584,36.022,6388,2013-09,0.06,49,62.2,75.4
lc3,-118.5584,36.022,6388,2013-10,0.87,39.4,51.5,63.5
lc3,-118.5584,36.022,6388,2013-11,0.85,34.8,45.4,56
lc3,-118.5584,36.022,6388,2013-12,0.84,27.5,38.4,49.3
lc3,-118.5584,36.022,6388,2014-01,1.29,33.3,46.5,57
lc3,-118.5584,36.022,6388,2014-02,3.48,31.1,42.6,54
lc3,-118.5584,36.022,6388,2014-03,4.31,32.6,45.2,55.6
lc3,-118.5584,36.022,6388,2014-04,3.05,34.3,47.4,60.1
lc3,-118.5584,36.022,6388,2014-05,0.57,42.7,53.5,66.3
lc3,-118.5584,36.022,6388,2014-06,0,47.4,61.9,76.6
lc3,-118.5584,36.022,6388,2014-07,0,57.6,70.9,84.3
lc3,-118.5584,36.022,6388,2014-08,0.26,51.5,66.2,80.4
lc3,-118.5584,36.022,6388,2014-09,0.09,51.1,64.6,78.1
lc3,-118.5584,36.022,6388,2014-10,0,44.8,58.5,72.2
lc3,-118.5584,36.022,6388,2014-11,2.01,35.1,46.4,57.9
lc3,-118.5584,36.022,6388,2014-12,5.67,29.6,38.1,46.5
lc3,-118.5584,36.022,6388,2015-01,0.29,32.4,42.9,53.3
lc3,-118.5584,36.022,6388,2015-02,3.29,34,47.2,60.4
lc3,-118.5584,36.022,6388,2015-03,0.42,34.9,47.5,60.1
lc3,-118.5584,36.022,6388,2015-04,1.24,33.4,45.8,58.1
lc3,-118.5584,36.022,6388,2015-05,0.95,37.3,49.3,61.4
lc3,-118.5584,36.022,6388,2015-06,0.24,50.3,64.4,78.5
lc3,-118.5584,36.022,6388,2015-07,1.08,51.8,64.9,78
lc3,-118.5584,36.022,6388,2015-08,0.07,56.6,69.6,82.6
lc3,-118.5584,36.022,6388,2015-09,0.09,52,64.8,77.7
lc3,-118.5584,36.022,6388,2015-10,1.84,44.9,55.2,65.6
lc3,-118.5584,36.022,6388,2015-11,4.98,29.5,40.4,51.2
lc3,-118.5584,36.022,6388,2015-12,6.69,24.9,34.6,44.3
lc3,-118.5584,36.022,6388,2016-01,8.35,26.6,38.5,45
lc3,-118.5584,36.022,6388,2016-02,3.36,27.6,43.2,54.4
lc3,-118.5584,36.022,6388,2016-03,5.25,31.3,43.8,53.3
lc3,-118.5584,36.022,6388,2016-04,2.29,34.9,46.1,57.3
lc3,-118.5584,36.022,6388,2016-05,0.3,38.5,49.9,61.2
lc3,-118.5584,36.022,6388,2016-06,0.08,50.4,64.2,78
lc3,-118.5584,36.022,6388,2016-07,0,55,68.8,82.7
lc3,-118.5584,36.022,6388,2016-08,0.06,52.9,67.1,81.3
lc3,-118.5584,36.022,6388,2016-09,0,47.3,60.6,73.9
lc3,-118.5584,36.022,6388,2016-10,1.08,41.7,53.1,64.4
lc3,-118.5584,36.022,6388,2016-11,2.57,33.7,44.6,55.5
lc3,-118.5584,36.022,6388,2016-12,10.67,26.7,36.2,45.6
lc3,-118.5584,36.022,6388,2017-01,25.95,24.8,33.2,41.6
lc3,-118.5584,36.022,6388,2017-02,12.43,29.2,37.9,46.6
lc3,-118.5584,36.022,6388,2017-03,2.62,31.7,43.9,56.2
lc3,-118.5584,36.022,6388,2017-04,3.08,33.6,44.7,55.8
lc3,-118.5584,36.022,6388,2017-05,0.13,39.7,52.5,65.3
lc3,-118.5584,36.022,6388,2017-06,0.09,49.1,62.6,76
lc3,-118.5584,36.022,6388,2017-07,0.02,58.1,70.9,83.6
lc3,-118.5584,36.022,6388,2017-08,0.15,55.2,68.3,81.4
lc3,-118.5584,36.022,6388,2017-09,0.33,47.7,59.8,71.9
lc3,-118.5584,36.022,6388,2017-10,0.03,42.8,55.3,67.7
lc3,-118.5584,36.022,6388,2017-11,2.57,34.5,45.8,57.1
lc3,-118.5584,36.022,6388,2017-12,0.09,34.6,44,53.3
lc3,-118.5584,36.022,6388,2018-01,3.42,31.7,41.4,51.1
lc3,-118.5584,36.022,6388,2018-02,0.69,26.7,37.6,48.6
lc3,-118.5584,36.022,6388,2018-03,11.98,26.9,37.2,47.4
lc3,-118.5584,36.022,6388,2018-04,2.84,34.8,46.8,58.8
lc3,-118.5584,36.022,6388,2018-05,0.24,39.3,51.1,62.9
lc3,-118.5584,36.022,6388,2018-06,0,47.5,61.6,75.7
lc3,-118.5584,36.022,6388,2018-07,0.29,58.5,71.2,83.9
lc3,-118.5584,36.022,6388,2018-08,0,55.4,68.9,82.4
lc3,-118.5584,36.022,6388,2018-09,0.17,52.3,64.9,77.6
lc3,-118.5584,36.022,6388,2018-10,1.31,40.3,52.2,64.1
lc3,-118.5584,36.022,6388,2018-11,5.35,35.6,45.9,56.2
lc3,-118.5584,36.022,6388,2018-12,2.5,28.3,37.6,46.9
,,,,,,,,
pp1,-118.5446,36.0909,7211,2011-01,2.58,25.5,34.6,43.8
pp1,-118.5446,36.0909,7211,2011-02,6.6,21.3,31.7,42.1
pp1,-118.5446,36.0909,7211,2011-03,9.38,25.1,34.7,44.2
pp1,-118.5446,36.0909,7211,2011-04,1.53,28.9,39.3,49.6
pp1,-118.5446,36.0909,7211,2011-05,2.08,31.7,42.3,52.9
pp1,-118.5446,36.0909,7211,2011-06,0.28,41.1,53.5,66
pp1,-118.5446,36.0909,7211,2011-07,0.87,48.5,61.6,74.7
pp1,-118.5446,36.0909,7211,2011-08,0.18,50.2,63.8,77.4
pp1,-118.5446,36.0909,7211,2011-09,0.46,48.2,60.8,73.4
pp1,-118.5446,36.0909,7211,2011-10,3.5,39.2,51.1,63.1
pp1,-118.5446,36.0909,7211,2011-11,2.38,27.5,37.5,47.5
pp1,-118.5446,36.0909,7211,2011-12,0.03,25.7,35.5,45.4
pp1,-118.5446,36.0909,7211,2012-01,6.44,29.6,39.6,49.5
pp1,-118.5446,36.0909,7211,2012-02,2.34,25,34.8,44.6
pp1,-118.5446,36.0909,7211,2012-03,5.09,26.7,39,51.4
pp1,-118.5446,36.0909,7211,2012-04,6.05,31.9,43.4,54.9
pp1,-118.5446,36.0909,7211,2012-05,0.05,38.8,51.8,64.7
pp1,-118.5446,36.0909,7211,2012-06,0,44.3,56.9,69.5
pp1,-118.5446,36.0909,7211,2012-07,0,50.5,64.4,78.3
pp1,-118.5446,36.0909,7211,2012-08,0.1,56,68.5,81
pp1,-118.5446,36.0909,7211,2012-09,0,52,63.8,75.6
pp1,-118.5446,36.0909,7211,2012-10,0.44,40.3,52.2,64.1
pp1,-118.5446,36.0909,7211,2012-11,2,32.9,43.1,53.3
pp1,-118.5446,36.0909,7211,2012-12,8.94,23.5,31.8,40.2
pp1,-118.5446,36.0909,7211,2013-01,2.62,21.7,31.1,40.5
pp1,-118.5446,36.0909,7211,2013-02,0.93,21.8,32.8,43.8
pp1,-118.5446,36.0909,7211,2013-03,0.63,30.5,42,53.5
pp1,-118.5446,36.0909,7211,2013-04,0.76,32.8,45.1,57.4
pp1,-118.5446,36.0909,7211,2013-05,0.42,37.9,49.4,60.8
pp1,-118.5446,36.0909,7211,2013-06,0,48.5,61.6,74.7
pp1,-118.5446,36.0909,7211,2013-07,0.93,53.9,66.8,79.6
pp1,-118.5446,36.0909,7211,2013-08,0.21,49.3,63.2,77.2
pp1,-118.5446,36.0909,7211,2013-09,0.03,45.8,58.9,72
pp1,-118.5446,36.0909,7211,2013-10,1.11,36.1,48.1,60.2
pp1,-118.5446,36.0909,7211,2013-11,0.92,32.4,42.5,52.7
pp1,-118.5446,36.0909,7211,2013-12,0.86,26.7,36.8,46.9
pp1,-118.5446,36.0909,7211,2014-01,1.39,32.3,43.6,54.2
pp1,-118.5446,36.0909,7211,2014-02,3.16,29.8,39.7,49.3
pp1,-118.5446,36.0909,7211,2014-03,4.49,30.9,41.6,51.6
pp1,-118.5446,36.0909,7211,2014-04,3.31,33.5,45.5,57.3
pp1,-118.5446,36.0909,7211,2014-05,0.4,38.9,50.7,62.7
pp1,-118.5446,36.0909,7211,2014-06,0,47.3,60.2,73.4
pp1,-118.5446,36.0909,7211,2014-07,0.02,54.3,67.8,81.3
pp1,-118.5446,36.0909,7211,2014-08,0.24,49.6,63.3,77.1
pp1,-118.5446,36.0909,7211,2014-09,0.23,48.1,61.5,75.1
pp1,-118.5446,36.0909,7211,2014-10,0,42.7,56.1,69.5
pp1,-118.5446,36.0909,7211,2014-11,2.12,33.9,44.2,55.3
pp1,-118.5446,36.0909,7211,2014-12,6.4,26.2,35.5,44.7
pp1,-118.5446,36.0909,7211,2015-01,0.27,31.9,41.5,51
pp1,-118.5446,36.0909,7211,2015-02,3.4,33.6,44.9,56.1
pp1,-118.5446,36.0909,7211,2015-03,0.45,34.2,45.7,57.1
pp1,-118.5446,36.0909,7211,2015-04,1.4,32.3,43.6,55
pp1,-118.5446,36.0909,7211,2015-05,0.86,36,47.1,58.3
pp1,-118.5446,36.0909,7211,2015-06,0.47,49.9,62.6,75.4
pp1,-118.5446,36.0909,7211,2015-07,1.67,48.9,61.8,74.7
pp1,-118.5446,36.0909,7211,2015-08,0.07,53.5,66.2,78.9
pp1,-118.5446,36.0909,7211,2015-09,0.08,49.2,61.7,74.1
pp1,-118.5446,36.0909,7211,2015-10,1.65,41.1,51.7,62.2
pp1,-118.5446,36.0909,7211,2015-11,5.7,25.5,36.2,46.8
pp1,-118.5446,36.0909,7211,2015-12,7.94,21.6,31,40.5
pp1,-118.5446,36.0909,7211,2016-01,9.66,25.7,34.3,42.2
pp1,-118.5446,36.0909,7211,2016-02,3.42,24.9,39.9,49.7
pp1,-118.5446,36.0909,7211,2016-03,5.85,30.6,40.2,49.8
pp1,-118.5446,36.0909,7211,2016-04,2.7,34.1,44.1,54
pp1,-118.5446,36.0909,7211,2016-05,0.34,37.1,47.3,57.4
pp1,-118.5446,36.0909,7211,2016-06,0.06,50.3,62.6,74.9
pp1,-118.5446,36.0909,7211,2016-07,0,53.6,66.8,79.9
pp1,-118.5446,36.0909,7211,2016-08,0.06,52.8,65.4,77.9
pp1,-118.5446,36.0909,7211,2016-09,0,45.6,58.1,70.6
pp1,-118.5446,36.0909,7211,2016-10,1.08,39.9,50.7,61.5
pp1,-118.5446,36.0909,7211,2016-11,2.66,32.7,42.4,52.1
pp1,-118.5446,36.0909,7211,2016-12,12.57,25.5,34.6,43.6
pp1,-118.5446,36.0909,7211,2017-01,31.21,23.2,31.3,39.3
pp1,-118.5446,36.0909,7211,2017-02,13.86,27.9,36,44
pp1,-118.5446,36.0909,7211,2017-03,2.87,31.1,42.3,53.5
pp1,-118.5446,36.0909,7211,2017-04,3.63,32.7,42.8,52.9
pp1,-118.5446,36.0909,7211,2017-05,0.15,39.3,50.8,62.2
pp1,-118.5446,36.0909,7211,2017-06,0.09,49.1,61.2,73.3
pp1,-118.5446,36.0909,7211,2017-07,0.04,56.3,68.5,80.6
pp1,-118.5446,36.0909,7211,2017-08,0.12,54,66.1,78.2
pp1,-118.5446,36.0909,7211,2017-09,0.32,46.1,57.3,68.6
pp1,-118.5446,36.0909,7211,2017-10,0.02,41.1,52.8,64.6
pp1,-118.5446,36.0909,7211,2017-11,3.05,31.3,42.2,53
pp1,-118.5446,36.0909,7211,2017-12,0.08,33.1,41.4,49.7
pp1,-118.5446,36.0909,7211,2018-01,3.95,28.3,37.3,46.3
pp1,-118.5446,36.0909,7211,2018-02,0.71,22.9,33.6,44.4
pp1,-118.5446,36.0909,7211,2018-03,13.23,23.6,33.4,43.2
pp1,-118.5446,36.0909,7211,2018-04,3.25,34.1,45.1,56.2
pp1,-118.5446,36.0909,7211,2018-05,0.3,38.2,49,59.8
pp1,-118.5446,36.0909,7211,2018-06,0,47.7,60.4,73.2
pp1,-118.5446,36.0909,7211,2018-07,0.35,56.6,68.9,81.1
pp1,-118.5446,36.0909,7211,2018-08,0,54.2,67.1,80
pp1,-118.5446,36.0909,7211,2018-09,0.17,49.6,61.9,74.1
pp1,-118.5446,36.0909,7211,2018-10,1.55,38.3,49.6,60.9
pp1,-118.5446,36.0909,7211,2018-11,6.13,35.7,45.1,54.5
pp1,-118.5446,36.0909,7211,2018-12,2.83,26.1,35.8,45.4
,,,,,,,,
pp2,-118.5436,36.0892,7211,2011-01,2.58,25.5,34.6,43.8
pp2,-118.5436,36.0892,7211,2011-02,6.6,21.3,31.7,42.1
pp2,-118.5436,36.0892,7211,2011-03,9.38,25.1,34.7,44.2
pp2,-118.5436,36.0892,7211,2011-04,1.53,28.9,39.3,49.6
pp2,-118.5436,36.0892,7211,2011-05,2.08,31.7,42.3,52.9
pp2,-118.5436,36.0892,7211,2011-06,0.28,41.1,53.5,66
pp2,-118.5436,36.0892,7211,2011-07,0.87,48.5,61.6,74.7
pp2,-118.5436,36.0892,7211,2011-08,0.18,50.2,63.8,77.4
pp2,-118.5436,36.0892,7211,2011-09,0.46,48.2,60.8,73.4
pp2,-118.5436,36.0892,7211,2011-10,3.5,39.2,51.1,63.1
pp2,-118.5436,36.0892,7211,2011-11,2.38,27.5,37.5,47.5
pp2,-118.5436,36.0892,7211,2011-12,0.03,25.7,35.5,45.4
pp2,-118.5436,36.0892,7211,2012-01,6.44,29.6,39.6,49.5
pp2,-118.5436,36.0892,7211,2012-02,2.34,25,34.8,44.6
pp2,-118.5436,36.0892,7211,2012-03,5.09,26.7,39,51.4
pp2,-118.5436,36.0892,7211,2012-04,6.05,31.9,43.4,54.9
pp2,-118.5436,36.0892,7211,2012-05,0.05,38.8,51.8,64.7
pp2,-118.5436,36.0892,7211,2012-06,0,44.3,56.9,69.5
pp2,-118.5436,36.0892,7211,2012-07,0,50.5,64.4,78.3
pp2,-118.5436,36.0892,7211,2012-08,0.1,56,68.5,81
pp2,-118.5436,36.0892,7211,2012-09,0,52,63.8,75.6
pp2,-118.5436,36.0892,7211,2012-10,0.44,40.3,52.2,64.1
pp2,-118.5436,36.0892,7211,2012-11,2,32.9,43.1,53.3
pp2,-118.5436,36.0892,7211,2012-12,8.94,23.5,31.8,40.2
pp2,-118.5436,36.0892,7211,2013-01,2.62,21.7,31.1,40.5
pp2,-118.5436,36.0892,7211,2013-02,0.93,21.8,32.8,43.8
pp2,-118.5436,36.0892,7211,2013-03,0.63,30.5,42,53.5
pp2,-118.5436,36.0892,7211,2013-04,0.76,32.8,45.1,57.4
pp2,-118.5436,36.0892,7211,2013-05,0.42,37.9,49.4,60.8
pp2,-118.5436,36.0892,7211,2013-06,0,48.5,61.6,74.7
pp2,-118.5436,36.0892,7211,2013-07,0.93,53.9,66.8,79.6
pp2,-118.5436,36.0892,7211,2013-08,0.21,49.3,63.2,77.2
pp2,-118.5436,36.0892,7211,2013-09,0.03,45.8,58.9,72
pp2,-118.5436,36.0892,7211,2013-10,1.11,36.1,48.1,60.2
pp2,-118.5436,36.0892,7211,2013-11,0.92,32.4,42.5,52.7
pp2,-118.5436,36.0892,7211,2013-12,0.86,26.7,36.8,46.9
pp2,-118.5436,36.0892,7211,2014-01,1.39,32.3,43.6,54.2
pp2,-118.5436,36.0892,7211,2014-02,3.16,29.8,39.7,49.3
pp2,-118.5436,36.0892,7211,2014-03,4.49,30.9,41.6,51.6
pp2,-118.5436,36.0892,7211,2014-04,3.31,33.5,45.5,57.3
pp2,-118.5436,36.0892,7211,2014-05,0.4,38.9,50.7,62.7
pp2,-118.5436,36.0892,7211,2014-06,0,47.3,60.2,73.4
pp2,-118.5436,36.0892,7211,2014-07,0.02,54.3,67.8,81.3
pp2,-118.5436,36.0892,7211,2014-08,0.24,49.6,63.3,77.1
pp2,-118.5436,36.0892,7211,2014-09,0.23,48.1,61.5,75.1
pp2,-118.5436,36.0892,7211,2014-10,0,42.7,56.1,69.5
pp2,-118.5436,36.0892,7211,2014-11,2.12,33.9,44.2,55.3
pp2,-118.5436,36.0892,7211,2014-12,6.4,26.2,35.5,44.7
pp2,-118.5436,36.0892,7211,2015-01,0.27,31.9,41.5,51
pp2,-118.5436,36.0892,7211,2015-02,3.4,33.6,44.9,56.1
pp2,-118.5436,36.0892,7211,2015-03,0.45,34.2,45.7,57.1
pp2,-118.5436,36.0892,7211,2015-04,1.4,32.3,43.6,55
pp2,-118.5436,36.0892,7211,2015-05,0.86,36,47.1,58.3
pp2,-118.5436,36.0892,7211,2015-06,0.47,49.9,62.6,75.4
pp2,-118.5436,36.0892,7211,2015-07,1.67,48.9,61.8,74.7
pp2,-118.5436,36.0892,7211,2015-08,0.07,53.5,66.2,78.9
pp2,-118.5436,36.0892,7211,2015-09,0.08,49.2,61.7,74.1
pp2,-118.5436,36.0892,7211,2015-10,1.65,41.1,51.7,62.2
pp2,-118.5436,36.0892,7211,2015-11,5.7,25.5,36.2,46.8
pp2,-118.5436,36.0892,7211,2015-12,7.94,21.6,31,40.5
pp2,-118.5436,36.0892,7211,2016-01,9.66,25.7,34.3,42.2
pp2,-118.5436,36.0892,7211,2016-02,3.42,24.9,39.9,49.7
pp2,-118.5436,36.0892,7211,2016-03,5.85,30.6,40.2,49.8
pp2,-118.5436,36.0892,7211,2016-04,2.7,34.1,44.1,54
pp2,-118.5436,36.0892,7211,2016-05,0.34,37.1,47.3,57.4
pp2,-118.5436,36.0892,7211,2016-06,0.06,50.3,62.6,74.9
pp2,-118.5436,36.0892,7211,2016-07,0,53.6,66.8,79.9
pp2,-118.5436,36.0892,7211,2016-08,0.06,52.8,65.4,77.9
pp2,-118.5436,36.0892,7211,2016-09,0,45.6,58.1,70.6
pp2,-118.5436,36.0892,7211,2016-10,1.08,39.9,50.7,61.5
pp2,-118.5436,36.0892,7211,2016-11,2.66,32.7,42.4,52.1
pp2,-118.5436,36.0892,7211,2016-12,12.57,25.5,34.6,43.6
pp2,-118.5436,36.0892,7211,2017-01,31.21,23.2,31.3,39.3
